ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENRI06,GOVRI06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,LATINO,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPHEALTHS,IMPVALUES,CHAFAGR,CHAFLIB,CHAFJOB,CHAFJOB2,SENCNTL,STECRI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
15718.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07270860671997,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Male,Hispanic/Latino,60-64,,Liberal,$50k-$75k,None,Never,College graduate,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Too often,Too conservative,Somewhat approve,Approve,Democrats,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,,$50k or more,Less than $100k,None,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Hispanic/Latino,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
15828.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.914579927921295,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,25-29,Democratic,Liberal,$50k-$75k,Protestant,A few times a month,College graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Extremely important,Extremely important,Too often,Too conservative,Strongly disapprove,Disapprove,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
15999.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04229319095612,Lincoln Chafee (Rep),Charles Fogarty (Dem),Female,White,60-64,Independent,Moderate,$100k-$150k,Catholic,Once a week,Some college or associate degree,No one does,No,Somewhat disapprove,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Very important,Somewhat important,About the right amount,About right,Somewhat approve,Approve,Democrats,Good,Excellent/Good,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
16114.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.72467362880707,Lincoln Chafee (Rep),Don Carcieri (Rep),Male,White,45-49,Republican,Conservative,$50k-$75k,Catholic,A few time a year,High school graduate,"Yes, I do",No,Somewhat approve,Send more troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Not at all important,About the right amount,About right,Somewhat approve,Approve,Republicans,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0
16125.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.914579927921295,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,18-24,Independent,Moderate,$75k-$100k,Other Christian,A few times a month,Some college or associate degree,"Yes, someone else does",No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,Too often,Too liberal,Somewhat disapprove,Disapprove,Does not matter to me,Good,Excellent/Good,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
16217.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.56160378456116,Sheldon Whitehouse (Dem),Don Carcieri (Rep),Male,White,50-59,Independent,,$50k-$75k,Protestant,A few time a year,College graduate,"Yes, I do and someone else does",No,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Not at all important,Too often,Too conservative,Strongly disapprove,Disapprove,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0
16218.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04229319095612,Lincoln Chafee (Rep),Charles Fogarty (Dem),Female,White,60-64,Independent,Moderate,$50k-$75k,None,Never,College graduate,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Too often,About right,Somewhat approve,Approve,Democrats,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
16309.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10881531238556,Lincoln Chafee (Rep),Don Carcieri (Rep),Female,White,30-39,Independent,Conservative,,Protestant,Once a week,Some college or associate degree,"Yes, someone else does",No,Strongly approve,Withdraw all troops,Strongly approve,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,About the right amount,Too liberal,Somewhat disapprove,Disapprove,Republicans,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2813.0
16322.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32632088661194,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Male,White,30-39,Democratic,Liberal,Under $15k,Protestant,A few time a year,High school graduate,No one does,,Somewhat disapprove,Withdraw all troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,Somewhat important,Not often enough,Too conservative,Strongly disapprove,Disapprove,Democrats,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0
16341.0,Rhode Island,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05921053886414,Lincoln Chafee (Rep),Don Carcieri (Rep),Female,White,30-39,Independent,Moderate,$50k-$75k,Catholic,A few time a year,Postgraduate study,No one does,No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,About the right amount,About right,Somewhat approve,Approve,Democrats,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,Suburb,Urban,Urban Core,Upscale,2889.0
